"inst_419" "inst_426" "inst_997" "inst_1055" "inst_1158" "inst_1217" "inst_1642" "inst_1700" "inst_1822" "inst_1864" "inst_2677" "inst_4441" "inst_5074" "inst_5214" "inst_5493" "inst_5577" "inst_6176" "inst_6936" "inst_6977"
"220772_at" 6852 10963 5940 7796 7804 8159 3819 9559 9781 17144 6925 6894 12628 6559 11712 5203 4967 9635 6954
"220773_s_at" 1902 17566 19599 470 2142 13325 1170 1596 18316 2478 18774 2635 17718 3702 5675 3624 13660 16774 18033
"220774_at" 10570 8892 11302 12749 16797 11701 6744 3156 16140 21255 20657 473 8923 5900 13732 19613 21720 13798 10571
"220775_s_at" 18636 3720 18244 18033 20894 15115 17785 15245 22119 10532 11545 6239 18889 5155 19223 11307 1267 17126 17775
"220776_at" 17770 22105 10411 8893 13359 1268 9260 11607 11217 14608 2121 8706 8835 6593 14919 12753 1240 7799 12647
"220777_at" 20183 16645 7714 6425 7247 12123 2769 16909 10580 12510 6148 800 14094 19187 21856 21226 4745 4214 12619
"220778_x_at" 541 363 476 8787 10509 6966 12651 12280 14147 20464 357 9705 9466 648 12383 4761 8265 12634 6729
"220779_at" 5710 9577 6762 3476 8435 10605 8329 10160 8294 14008 9472 9721 10937 9093 11208 18025 7000 14401 6461
"220780_at" 15589 5020 13716 10600 10337 10676 918 83 15170 20364 1347 11441 1414 801 3219 3779 4927 21702 19103
"220781_at" 2025 4457 3112 6939 11605 5601 6153 10818 16263 12565 8684 10521 8466 10338 13374 4418 7320 14426 7518
"220782_x_at" 11318 14798 3177 12464 12938 226 12296 6233 8893 12784 19070 12159 15951 11732 14194 4548 9714 14145 11244
"220783_at" 17315 1450 5633 10370 12581 9174 5348 11832 12900 18621 9590 8504 9381 2397 786 4335 1242 10633 7893
"220784_s_at" 6771 11122 3250 4180 8906 9752 10077 14711 9414 14556 721 5669 14091 3534 2383 160 17019 14980 11344
"220785_at" 8328 7444 9171 12141 8454 10455 9256 6564 9225 2663 3826 4700 12049 11359 14624 4917 4742 10588 7842
"220786_s_at" 6271 11361 4650 3874 8021 11111 4057 6305 9907 19964 1029 10505 13056 11462 8495 7290 4988 13123 4561
"220787_at" 6769 13447 10210 8856 13416 573 11678 14233 16159 12150 1377 10802 2913 8898 7731 1755 10399 11669 5028
"220788_s_at" 6873 929 12156 97 1495 2630 21542 20690 5580 11622 3016 17716 17956 21724 206 21462 14981 1853 21695
"220789_s_at" 20256 20586 21999 16118 1630 13337 3799 3555 3964 6660 11379 20221 20772 3426 1032 20437 16199 6846 2739
"220790_s_at" 9640 13771 7893 11866 5031 6225 9178 6288 12567 19308 10401 10532 9035 6227 10381 6539 7957 11417 8660
"220791_x_at" 11000 16071 7025 13476 8526 4247 9354 8587 18177 14826 2 16340 17936 17658 16119 6102 1285 5202 5692
"220792_at" 15151 21929 6746 7908 10115 10793 11307 11342 14134 15739 1240 11384 12359 6826 14318 5276 5618 12969 10570
"220793_at" 3922 7722 6954 12450 11361 11386 6580 7554 15557 12049 9531 8202 12043 9198 13872 7976 10052 11351 11767
"220794_at" 4112 8256 7150 11151 5399 12629 12379 8628 10639 15274 10349 7198 1035 7388 13219 9891 7110 14941 11610
"220795_s_at" 20869 18569 3135 5530 13546 19048 57 14129 12261 19448 7080 12465 17560 10444 1496 19694 8900 1981 13130
"220796_x_at" 19258 17185 2181 21013 19806 4471 481 19763 20892 7697 19289 3407 2591 22168 5369 16353 2577 16727 19457
"220797_at" 20401 17489 726 19339 17268 452 19666 215 10521 14422 10812 20711 16709 529 4816 20750 1364 21311 22112
"220798_x_at" 4210 14356 3646 12041 1011 9520 4074 12811 8272 875 1369 10115 13157 10225 13823 7985 21668 9303 3878
"220799_at" 10242 14512 10270 6987 5474 10151 10206 11918 14028 15654 5160 11287 9230 11354 12993 5431 7167 9687 8804
"220800_s_at" 22241 21892 12648 19941 15970 1322 21753 1026 4085 6921 20099 14111 5280 21463 15753 18694 12536 20546 2292
"220801_s_at" 1419 18260 6349 9422 13141 10997 5948 13110 13350 16802 7212 11276 1422 11796 12570 437 2847 7270 9290
"220802_at" 3806 6609 6940 8304 6194 7771 10559 10666 10177 16117 8405 7167 9818 5294 10935 7836 7173 9591 5801
"220803_at" 8361 7472 11257 9684 7934 11257 7924 6094 15521 15601 9175 10634 8516 9603 12566 9198 9265 9473 10705
"220804_s_at" 4850 9681 3872 12171 5319 10944 10588 11616 8457 17438 6473 9266 8895 8734 8265 7353 7187 8526 4670
"220805_at" 13159 14124 8813 8607 1207 12879 5824 13824 3852 20054 2525 1755 18238 8330 14923 764 3691 19403 2703
"220806_x_at" 14353 14126 5160 3889 9556 6049 6216 14108 15380 17395 6941 11112 10146 6978 19702 193 2667 583 17859
"220807_at" 7571 10991 5587 7980 6048 7967 7328 9406 10531 15957 5638 8901 11633 7458 12323 6236 6984 9737 7040
"220808_at" 8168 12967 8088 10169 10136 8616 10591 7062 12412 15293 6844 6595 12423 10737 10719 7161 6375 11442 8678
"220809_at" 8824 12269 9545 9823 10858 7501 4848 3586 9160 18784 20713 7340 13660 7183 2665 6932 3410 13894 11623
"220810_at" 7342 14468 8321 7845 6765 6991 7688 6270 13051 15315 7368 9517 13022 10094 1123 1623 5281 9481 6814
"220811_at" 16723 21099 6380 6889 6486 12872 8637 10941 10990 13696 9681 8691 9983 8219 11247 6691 8449 12536 11829
"220812_s_at" 5101 7366 7525 3163 4848 7650 10767 11773 11330 19281 6358 11223 11712 5340 11817 4248 4831 11569 4628
"220813_at" 21712 17818 1983 10563 12372 10236 6278 14539 12253 11788 9794 177 12184 7070 9375 8152 9125 15619 7589
"220814_at" 8205 13138 9759 7652 7263 7762 5771 10149 12000 17148 5362 7171 8353 8104 11667 7888 6666 9813 7109
"220815_at" 2761 13354 2778 8273 6936 9052 6025 7567 10498 16006 5746 8971 11350 6956 11891 5265 6956 10541 7798
"220816_at" 13870 19452 6073 13138 13520 21126 9409 14550 20907 12871 2076 15183 20588 11519 1958 10613 9559 15260 11149
"220817_at" 10165 14900 3443 3116 11508 7250 5383 7245 9388 11829 6189 15738 8559 9197 14204 5198 7368 9624 6948
"220818_s_at" 7555 10738 8151 4119 11927 12651 8938 8940 12697 15816 14921 11325 544 11932 14261 8027 9527 11926 4682
"220819_at" 986 317 11012 3612 11414 12783 5282 11527 11228 16728 1590 21718 6528 14707 2260 22145 18975 7447 6576
"220820_at" 2769 12232 4338 3582 13656 6346 5695 6486 14827 19101 10591 217 982 10099 13875 9769 670 15095 6481
"220821_at" 7177 10879 5958 9870 6220 10679 6801 10003 11872 15854 10398 6664 14037 10024 10463 6753 7849 9204 8196
"220822_at" 797 13844 9782 9375 10369 5936 6787 11560 9335 18307 7902 1422 1862 8513 4441 865 3810 8532 6777
"220823_at" 15619 18358 7582 6502 4259 7265 17601 1544 5142 15215 21768 2775 20617 544 7643 114 21490 1540 1401
"220824_at" 7733 13377 6973 9314 8134 8034 10928 11549 15705 17775 8003 11139 13407 11006 13629 1625 4827 11934 7066
"220825_s_at" 7280 14037 5125 7468 9423 341 9313 9080 20688 18380 5390 6300 17172 8923 11206 7134 8018 10810 8084
"220826_at" 15398 15628 7297 5343 2299 9131 12332 8805 16640 14475 864 3606 4967 2462 9106 14210 19816 8586 193
"220827_at" 5385 9321 10546 3435 7327 10025 12183 13928 9167 14496 6835 592 11538 5092 15685 8242 4430 7934 5944
"220828_s_at" 7021 7332 6459 14144 2302 1112 8995 7029 13637 10178 20707 1410 15931 21594 22207 208 19810 21897 2262
"220829_s_at" 4100 11367 5104 7541 6896 9850 4591 14570 14361 18685 1631 15253 301 11970 9517 4587 6456 8889 9125
"220830_at" 10609 12722 11202 3297 8567 9315 12680 14098 9684 746 17755 18591 11090 1044 20658 60 4479 8708 6385
"220831_at" 14927 16602 2774 5384 8297 8876 11173 381 13752 12283 7944 1766 9963 12070 11980 5313 119 15344 11847
"220832_at" 5213 13249 9846 10421 652 12036 4595 7665 15311 9640 20053 8890 10419 6092 4352 8647 2933 12720 12672
"220833_at" 1959 20607 3768 11505 11671 6788 11823 11768 11380 13053 7957 3528 9044 8999 12500 5397 3939 14522 8663
"220834_at" 14625 11439 5154 7733 7731 10218 11107 12191 11944 16882 9195 11006 9757 9029 8694 6435 6698 8300 11438
"220835_s_at" 5102 7385 4068 10821 12868 10771 11488 13982 10807 19840 4046 444 8387 10155 13442 9718 8435 15771 1271
"220836_at" 8432 7570 7654 7192 4468 10068 7573 9357 13577 15116 9204 8536 10564 10153 10519 4902 5260 8488 7231
"220837_at" 6875 10970 10155 12184 10175 11603 10464 9742 9443 11752 8951 10821 12666 11729 13479 670 4583 13453 5839
"220838_at" 3561 22065 1380 9550 14137 1022 1138 12349 1541 4062 808 3018 4286 21767 1588 22230 12961 11769 15643
"220839_at" 21618 9461 1553 1756 15147 149 540 1353 6948 21862 1513 11827 20115 22270 22212 16880 21216 20924 19465
"220840_s_at" 13722 17283 14510 21435 3706 16533 17204 15228 19948 7843 12669 3500 17536 12431 19303 17336 12407 20426 18192
"220841_s_at" 22020 2170 22214 15578 628 14533 112 3206 202 20984 12525 16415 19117 5013 21416 10354 19571 234 3316
"220842_at" 4519 10434 15335 6626 562 828 1258 9932 1826 9104 20316 17809 2161 261 22115 21393 73 677 2244
"220843_s_at" 10537 8836 9446 2209 19152 20096 9013 12843 4478 584 11528 1139 7836 12750 66 1178 3603 20178 21844
"220844_at" 6754 9817 5018 14133 6741 7564 12686 12265 11229 6164 13214 1775 20553 18423 1314 1490 1526 1001 17732
"220845_at" 6880 11017 6984 12419 5463 9428 6805 12286 14851 19411 545 2537 2745 9320 12974 8996 3681 7316 7927
"220846_s_at" 5779 9583 8709 11707 4461 7551 8163 11530 8643 13136 5236 11476 9336 6640 11503 230 7714 11102 8346
"220847_x_at" 7047 11690 6614 8259 7250 7774 5468 9567 13396 12653 9112 6783 11079 5403 13767 5842 8562 10641 7905
"220848_x_at" 7523 8632 6688 8415 9555 9372 5807 9692 12809 11938 6254 10231 9764 7693 2666 6725 7604 10525 4846
"220849_at" 5618 7986 8123 11161 9175 10249 4732 14286 13567 18997 748 1043 20879 6981 9519 2769 5821 2097 9727
"220850_at" 4499 8731 8062 4463 6915 12013 9493 1323 14276 16730 19526 6989 17788 7199 9508 1150 6923 11915 5448
"220851_at" 543 3176 7680 12058 12551 11593 11607 8438 10847 20344 16041 7670 10522 12134 12509 4909 2855 14082 10487
"220852_at" 21751 1035 7151 12671 2722 5590 11430 11705 15201 14947 8637 8989 13017 7273 9307 4563 9980 11620 9937
"220853_at" 15750 3689 4979 9893 9049 8498 912 11382 10970 14533 8329 1822 9967 8642 12847 12886 5775 9086 5246
"220854_at" 10504 9771 126 5400 12758 12668 487 681 12903 16193 3389 2062 6641 333 20758 1628 5732 15118 12658
"220855_at" 3419 12048 22211 15000 15370 21416 2147 979 1973 3322 15200 19022 20350 22076 3979 16728 20096 2626 3025
"220856_x_at" 17503 17627 13500 388 13674 3652 1776 18008 21542 7340 4146 18661 5294 18789 15875 18217 4047 16119 16497
"220857_at" 17051 18643 6201 9612 5875 10894 12604 10035 16022 13011 15382 7147 9729 4365 9085 8303 8244 11820 12304
"220858_at" 15228 10731 3437 11747 9373 9246 4862 7835 16347 19955 1940 987 13349 9470 10341 9384 28 12896 5068
"220859_at" 19528 8711 4591 3812 1332 9276 10480 4319 16133 1693 20702 19936 4816 7211 2152 21008 561 14281 10671
"220860_at" 5035 14452 7729 13083 5982 9495 6741 7672 15363 12530 875 12219 12056 12209 808 7640 16417 9333 4823
"220861_at" 4611 7512 6661 4125 13098 11833 10582 8066 14594 16755 8961 10447 6909 10787 14639 6209 10420 8832 5592
"220862_s_at" 6740 13817 6970 7695 9660 9696 3935 7975 10340 11914 9732 11709 13923 11947 11521 4308 5121 7306 10721
"220863_at" 806 20267 8626 12544 7423 11932 12130 11075 9041 14018 15294 9080 8957 683 9556 679 545 8404 12699
"220864_s_at" 1713 813 14332 2175 14188 5008 15110 15745 20147 7919 14973 18546 14606 13715 5811 10924 18149 5710 14949
"220865_s_at" 15665 6407 18278 19185 2361 16786 13298 18040 17929 7953 14546 14158 19673 4952 20160 13970 11723 16167 15958
"220866_at" 22062 19961 10200 12815 5630 12832 10419 13628 10260 19142 4481 11479 11295 5786 9483 4617 17555 10408 7668
"220867_s_at" 14750 18828 10257 8063 8255 875 4630 14369 12674 19350 9005 17942 13946 6416 8913 5051 13673 10037 7333
"220868_s_at" 1974 10176 7358 7194 10138 10878 9273 12799 12664 14459 9598 11244 10871 11227 721 3556 5186 12558 10485
"220869_at" 20341 15824 3915 9899 10130 12945 385 12768 10766 14736 2573 10905 9814 13847 3967 1593 978 12817 13208
"220870_at" 116 12678 11482 8728 16574 4280 6680 138 12262 16289 4175 568 1810 17837 21405 2610 21616 15508 9197
"220871_at" 4464 16057 2453 7409 8556 12264 5815 7202 14707 13872 20559 6572 11248 9196 10905 4870 9373 8296 6141
"220872_at" 9858 13827 3430 9004 10006 6807 11842 12083 16477 11244 32 7818 1241 11035 14358 5359 17312 2608 12506
"220873_at" 14623 17869 7339 3052 11313 9749 10768 13276 15622 15839 7093 6978 10818 6754 11842 7177 345 9717 7024
"220874_at" 12507 18607 472 14127 3328 1568 19857 18226 5109 5884 3978 13089 22048 20132 21366 10938 19477 4183 18352
"220875_at" 20682 17504 9464 11147 10105 10398 11685 8465 13021 13428 9863 10107 13507 5811 12091 8160 9628 7877 5211
"220876_at" 7078 8975 2758 4116 8810 6470 10142 13324 11320 19377 7822 7840 9577 9953 10414 7724 7241 10511 7764
"220877_at" 18533 5777 4566 12607 12886 8457 4461 14068 16672 4553 3447 5811 18739 12219 14618 16986 16808 13390 11519
"220878_at" 6025 7470 8339 4029 7879 5355 8937 9718 11689 15537 10104 7134 13423 5732 10561 4076 9252 12072 7485
"220879_at" 11086 756 10439 3110 13585 8755 9716 7111 13036 8447 138 7813 9536 9064 10611 1119 560 9581 4867
"220880_at" 3975 7709 8804 8221 6394 12318 12484 1133 11474 15787 6405 11551 9589 10702 12432 4561 7313 12067 12534
"220881_at" 6142 15265 3619 12381 8493 5726 10899 11755 8903 19394 2817 8383 5571 6869 11661 9866 10212 8299 6804
"220882_at" 6127 10376 8106 4999 5958 9463 7395 9293 11992 16959 5353 6604 11010 7795 11256 6196 7936 10910 8167
"220883_at" 17441 16982 10230 6454 7439 6146 7489 10225 12076 12648 4006 1219 12874 5447 13380 7840 14118 11281 9955
"220884_at" 7189 11142 9840 10759 12574 10741 11789 7282 13406 12420 187 939 2476 11281 11757 9014 1227 2767 10974
"220885_s_at" 15532 17918 13191 20126 20327 4902 597 20878 5500 2211 16118 13088 2032 22096 3814 20198 11157 17652 19453
"220886_at" 17049 20297 3389 10767 12174 11246 12490 13579 12561 18374 9656 13909 867 11881 14006 796 1740 7506 12567
"220887_at" 21545 4370 5461 10895 12552 12683 9775 11297 9641 2739 8127 10873 9959 9341 3414 892 12111 10964 4982
"220888_s_at" 8896 11697 8825 4065 6990 5691 6868 9758 11150 17534 19141 10469 185 7386 4697 7909 3995 15972 12614
"220889_s_at" 7206 14560 7933 4522 6181 11298 4360 7793 9056 12223 6401 4917 2472 3881 10616 5058 8540 15435 6113
"220890_s_at" 12299 3192 13399 14582 16747 15311 18654 16474 6865 8564 13850 17620 7680 12867 18094 15775 15611 6025 13665
"220891_at" 9425 11810 9796 13903 10407 4987 470 8193 11425 11986 2610 739 19432 10112 6986 10139 1655 12867 4695
"220892_s_at" 20565 4296 8361 10939 3693 14095 6055 11385 267 5994 13558 12551 817 10639 232 5488 13505 12470 3313
"220893_at" 8401 13090 3599 13551 11140 11089 5261 6343 15366 11677 7818 68 11298 11375 4865 8220 7480 14819 6162
"220894_x_at" 5294 12254 10215 14087 5290 12406 4085 8221 16279 20450 21842 4697 2359 11197 13837 6084 10778 10382 1632
"220895_at" 15321 11712 8800 3441 8295 12234 5316 7194 13882 3385 1454 10311 9464 10412 13463 4823 17619 7701 12862
"220896_at" 4742 9671 8836 9394 12301 8949 6289 6993 9885 18181 14786 8184 20192 4354 14500 378 10314 7102 452
"220897_at" 7428 18529 6418 11557 12754 7489 6213 13047 9365 17098 739 1372 12066 6809 9230 6231 12958 11942 6102
"220898_at" 20444 4629 3290 8767 6246 1449 12349 10788 1643 16241 18261 21304 10540 1600 17906 882 834 15878 11573
"220899_at" 19189 16799 3729 5637 7214 8712 434 10029 15631 18288 7395 9324 12680 14470 558 3451 17572 13764 12372
"220900_at" 6874 10762 3164 5286 8510 8605 8366 6644 5584 2488 20910 8981 8718 12115 10522 6856 7332 8642 4536
"220901_at" 13654 15855 1282 14065 13275 7487 9326 9826 7919 18088 5655 19857 11051 3031 11275 18083 3187 15626 9800
"220902_at" 5200 12494 4246 13363 15911 14770 4911 11509 9576 8575 20230 10408 12224 11038 2454 17890 64 9119 5302
"220903_at" 453 13240 3261 3940 7257 10991 9044 9047 11878 16049 5964 1528 9338 5838 12151 8162 5787 11780 9702
"220904_at" 14464 161 10847 7495 11600 10907 6035 11333 12510 12702 5297 8613 12697 7022 10059 4856 7345 13339 5808
"220905_at" 4638 17321 78 5478 370 750 1620 21655 451 10565 22080 979 5462 2034 6082 554 10928 21821 17662
"220906_at" 2850 7024 8859 9170 4094 10014 8187 7611 12066 13242 4510 5886 12571 5091 7099 188 14898 14839 12810
"220907_at" 4062 13704 5067 13238 4517 21178 6734 14294 4487 14694 614 3247 15772 10046 14556 7382 1673 15053 10199
"220908_at" 12566 22053 10796 12176 11239 647 4059 7089 16325 3852 688 11526 4574 2465 13135 2881 17687 991 10114
"220909_at" 9005 13911 8890 5490 10875 12240 10816 11281 8713 12742 3363 1910 11561 11279 11727 4885 851 7602 4208
"220910_at" 19261 1644 3124 4395 11976 12864 8597 10621 8273 17846 7311 7575 8807 12304 12349 10448 3888 11843 9415
"220911_s_at" 8563 8530 11549 6334 11751 14540 6253 537 20524 13717 5920 15018 1634 20471 1576 20025 8713 15319 12963
"220912_at" 3122 12612 3771 3414 13087 8737 3080 6805 14469 1799 1704 3586 358 2674 966 946 4009 3341 11652
"220913_at" 4756 12457 9957 4824 8105 6608 8256 12507 9308 15575 8261 4814 8942 10742 12351 4872 6467 13803 10112
"220914_at" 12929 14598 1982 10649 9481 13660 2850 18242 3855 18266 7650 22094 20840 22067 3501 11092 9940 20466 380
"220915_s_at" 3619 6376 12117 18473 892 18613 925 3112 2802 17162 2947 13113 4700 21281 6080 13584 13022 17882 989
"220916_at" 10451 14134 6704 8623 10087 11009 4555 9334 9926 12686 5919 10551 12325 5591 10747 5181 6806 7392 4918
"220917_s_at" 397 1355 14605 14753 18536 1026 21192 2018 22055 344 17497 1997 3219 13393 3795 21036 20653 1227 1757
"220918_at" 7412 15010 7268 8455 21720 840 6615 9596 1346 9917 16071 2440 19343 6807 11404 4047 2584 10949 8207
"220919_s_at" 7007 11084 7476 9624 8449 7116 10204 12087 14228 14895 9689 8392 9457 7020 10797 4082 7887 277 11283
"220920_at" 9421 7760 6492 12964 13597 12624 12465 10224 13844 19902 19780 7516 10928 8146 12445 10937 10408 15506 6075
"220921_at" 5741 7585 6412 14130 9638 1143 9081 14719 16259 16095 1134 1099 5655 20255 16703 12988 6462 21247 12662
"220922_s_at" 14552 18847 15663 1956 5075 15 13341 5029 8510 11760 6819 7671 17621 3891 5821 19657 8009 4045 16069
"220923_s_at" 9125 8389 3947 7935 12063 9395 5082 13483 14813 13023 8893 7015 12346 5357 13388 7896 9589 10246 10597
"220924_s_at" 2093 7165 11664 16608 18166 5185 16326 2365 357 5256 12315 3934 510 4647 3154 11485 16610 3377 14410
"220925_at" 15477 18786 16698 15192 15345 14510 17169 16042 17297 4460 15768 12690 5982 16457 3147 11426 15199 16259 15107
"220926_s_at" 20178 17378 14977 21856 15839 21275 18241 1427 913 9087 21500 21334 769 19865 19478 14441 16534 18445 1037
"220927_s_at" 6809 8083 9904 11054 8690 10245 1141 11441 10437 17643 865 1293 980 11588 9155 8066 6603 15427 12987
"220928_s_at" 13508 367 5098 8733 11071 10947 5641 5472 8292 11874 9578 2007 12620 6932 338 19774 10255 7456 275
"220929_at" 815 1198 9578 6818 5732 11158 4339 10120 9033 17301 7855 9701 11205 9127 12777 4463 863 10707 12017
"220930_s_at" 284 20158 5367 5238 10152 9811 1415 6834 16104 17321 2825 11017 11800 5565 11924 5354 1483 14095 8655
"220931_at" 5888 8595 3772 11001 13115 7241 11966 10688 13987 15132 6256 8807 760 11952 2628 3463 5699 9259 11510
"220932_at" 6813 10957 7119 7758 5447 10994 9075 6885 12047 17215 7108 2428 8357 8775 10441 5784 7933 13644 7569
"220933_s_at" 2057 6101 12400 19152 1300 20451 21263 21102 18878 8222 10977 17727 16011 18136 4994 19994 16284 2116 15646
"220934_s_at" 13902 16865 15098 2220 2451 15002 13219 20459 19310 8918 13771 18383 20218 4784 20245 14032 12110 6842 16523
"220935_s_at" 21194 10494 1645 1057 1825 19734 21993 21578 3956 10812 17761 15266 3253 963 7231 20947 16968 22216 3124
"220936_s_at" 17987 4632 18062 18365 11425 2172 20591 4414 13429 16855 125 21451 15531 19164 21128 14669 7846 2740 19860
"220937_s_at" 1948 2339 14758 1569 1199 14732 1702 1744 4784 1209 1373 17819 3038 1887 1805 14721 18158 22089 15498
"220938_s_at" 20872 12426 22275 19640 18931 13272 2101 15172 21805 2481 2081 18642 1178 21583 19961 21653 15534 15886 6718
"220939_s_at" 17210 19290 18379 15778 17604 19580 18705 17935 6759 6142 12915 17381 7093 15717 17577 19177 15416 3094 16978
"220940_at" 3401 5724 12672 16028 15912 17048 15546 1865 20881 5678 15138 1542 20007 2554 4281 13953 11786 3177 20757
"220941_s_at" 1095 16324 21625 335 21232 15747 2143 15387 1866 458 2397 14069 17303 748 17408 15650 15897 21396 21595
"220942_x_at" 2900 1494 17575 17102 18027 3697 16341 16952 17139 8932 12494 17892 18178 16364 16237 18838 12449 17838 2743
"220943_s_at" 10113 7502 20730 397 22078 1086 640 17035 19852 21865 4581 19588 19562 16847 19136 20588 3488 19469 1451
