"inst_5925" "inst_5930" "inst_5972" "inst_5977" "inst_6893" "inst_6898" "inst_7083" "inst_7088" "inst_7506" "inst_7523" "inst_7528"
"217362_x_at" 7294 13592 895 8911 9070 11350 4541 16002 4836 20826 9479
"217363_x_at" 4316 3049 21377 1028 1198 20621 22017 21761 14503 22269 22255
"217364_x_at" 14693 823 20414 739 15361 4839 20987 2634 742 15595 1840
"217365_at" 2289 668 4922 20806 21918 15579 21445 5466 8406 7964 15735
"217366_at" 11094 12315 15324 11493 7942 14270 5441 13741 10588 12821 8224
"217367_s_at" 8507 2456 19153 13790 14925 3447 13850 4085 18391 680 812
"217368_at" 1006 21187 5445 13960 16701 21325 7114 10033 478 20492 2531
"217369_at" 10805 4792 13549 9303 18674 7612 12235 15081 15066 11582 11885
"217370_x_at" 1844 4608 4044 14309 16742 21693 22204 20483 21766 2454 20346
"217371_s_at" 14043 428 13638 1872 4079 11584 18024 5738 13276 10519 16501
"217372_at" 10516 9351 17418 8953 14402 14917 11691 15700 11172 10917 11450
"217373_x_at" 3478 8968 20715 1093 10105 1494 6243 11416 21735 21225 12131
"217374_x_at" 12948 11194 12915 11091 7622 13763 8916 13073 7310 10091 10423
"217375_at" 13117 10055 20378 7900 15192 17532 8824 12982 6932 7762 8620
"217376_at" 13752 20532 14186 12711 6463 12915 7837 11996 9462 7771 9575
"217377_x_at" 8969 13167 15807 8538 7850 14139 9356 9309 13031 11561 10746
"217378_x_at" 13465 12550 14964 9115 8252 14733 10132 14314 11012 10805 11281
"217379_at" 1663 3787 4185 7352 12492 9671 16758 19585 1287 19367 18085
"217380_s_at" 18929 3913 20818 5365 9222 12442 5862 14231 9080 8121 11219
"217381_s_at" 13958 13375 12855 13236 8243 14720 5564 10710 9054 10797 11270
"217382_at" 3008 114 6577 10601 15015 10097 11090 13867 314 16354 9125
"217383_at" 21191 20718 20921 2640 2041 100 13917 2418 770 22237 706
"217384_x_at" 10475 11981 14951 9582 8219 14676 10058 14257 8567 10762 11230
"217385_at" 12025 13570 15057 11653 8480 12092 10567 10429 7240 11033 11583
"217386_at" 1827 21368 6038 1430 6321 3773 4555 3668 175 441 20591
"217387_at" 12806 5439 16274 9594 21769 14811 7274 16547 8514 8753 13684
"217388_s_at" 16350 356 9398 16220 4376 6368 13692 22190 14094 17140 15366
"217389_s_at" 466 9212 12927 3872 6444 19286 532 11276 2246 13260 2004
"217390_x_at" 10443 13475 9006 768 5193 5846 11726 15109 11097 21652 11363
"217391_x_at" 4946 20982 155 18471 9652 12388 6308 14331 11029 13032 13254
"217392_at" 7284 1511 11116 4781 11100 13650 5232 17303 12068 22185 10292
"217393_x_at" 18289 4671 7828 3810 1616 21536 20535 3985 1372 18127 1515
"217394_at" 7665 9687 6683 11108 9909 15222 10794 15432 19481 9150 12370
"217395_at" 13468 17935 12846 13552 1808 10172 15029 15431 1563 18081 11646
"217396_at" 16805 10579 1620 12861 10324 16292 6687 12672 19703 21421 10105
"217397_at" 10666 13323 17003 12508 10479 17400 13120 15262 9711 8621 13820
"217398_x_at" 8396 17159 18615 11417 12767 20158 16103 19233 6886 13458 16294
"217399_s_at" 14116 11539 14604 10628 9815 13307 8326 12487 7904 7774 7706
"217400_at" 370 12764 3073 799 10323 19665 10947 10901 11578 5704 7802
"217401_at" 10551 11093 13409 8537 8749 14037 9221 16217 11660 10269 10650
"217402_at" 11454 12960 17060 9995 6944 12781 7694 11829 9360 9397 9448
"217403_s_at" 18773 5744 1543 15693 21576 19473 21966 19798 6558 343 22015
"217404_s_at" 13455 2971 17349 20009 10502 12988 12008 8262 8575 7471 1139
"217405_x_at" 10834 13863 16573 17051 9662 10422 7243 14034 7876 10621 11079
"217406_at" 21765 10584 20863 12204 18665 11356 11314 8818 20678 481 7099
"217407_x_at" 1495 18826 20418 1646 22190 5657 2312 3268 20133 21620 22207
"217408_at" 4568 4045 11732 6401 17586 7391 946 6265 2571 4389 5355
"217409_at" 13437 10775 19390 10701 5109 15212 10785 14921 8518 13052 11747
"217410_at" 11451 8941 17158 2228 8922 12773 5411 9347 4119 6972 12821
"217411_s_at" 11909 11954 15874 9593 8144 14575 12479 10250 10857 11931 12324
"217412_at" 13631 21602 6576 3980 5539 17041 13307 15734 21337 4731 12741
"217413_s_at" 14020 13552 9463 7192 6347 16008 6251 8931 13817 13243 9730
"217414_x_at" 15278 12181 17325 11883 8624 16872 10849 14982 13813 11194 11798
"217415_at" 12118 11663 13452 13497 7542 11705 12314 12935 12537 13377 10309
"217416_x_at" 4900 17538 509 6621 16812 3198 14250 18052 21804 22270 1122
"217417_at" 10922 12289 9916 11169 9079 12711 7615 11759 9307 9344 9385
"217418_x_at" 9159 10729 13402 13100 3884 15338 10928 10401 7952 2481 11875
"217419_x_at" 17285 7683 8970 15087 21209 19026 21762 1819 18346 3793 5459
"217420_s_at" 11491 13675 14481 11204 1144 12875 7798 10344 6654 9465 9537
"217421_at" 12646 13162 13634 9860 7445 13527 8598 12756 9975 12017 10173
"217422_s_at" 13042 12439 16771 11908 8030 14411 12640 13925 10708 10552 10995
"217423_at" 22114 14385 15697 692 4371 17151 6507 14333 7473 7355 15357
"217424_at" 10663 12812 16990 10958 7158 16784 6591 16441 7441 9639 8776
"217425_at" 11938 9897 14959 11958 8239 14713 10108 14295 10994 7074 11262
"217426_at" 724 17997 5308 3128 18090 10235 20194 300 11590 15774 18606
"217427_s_at" 3406 573 17753 456 21413 22155 242 22178 19754 673 21820
"217428_s_at" 3943 19188 19378 9256 7341 9460 12999 9002 9824 7119 7011
"217429_at" 11280 12422 12621 13714 5885 10385 8235 16014 13672 18656 8556
"217430_x_at" 16533 1264 20750 18476 16037 7802 19633 18222 7288 17022 1714
"217431_x_at" 14334 10121 13626 11142 17844 12547 7387 16073 13439 11855 8625
"217432_s_at" 18004 19498 1068 2599 1048 9250 19838 18703 15325 3249 16866
"217433_at" 19258 13088 10714 12969 5527 17695 13123 9533 13431 12281 10220
"217434_at" 9720 13847 16973 9783 8294 17311 10224 16831 12464 21900 11343
"217435_x_at" 10795 12819 14753 12675 16843 13878 9053 13216 11655 10166 8046
"217436_x_at" 22236 5966 22152 7708 14836 8360 2335 6049 269 14420 3600
"217437_s_at" 17505 5026 4998 19013 18797 7919 21788 4849 21523 21780 16460
"217438_at" 12045 12910 15438 12520 9036 15171 10724 9295 4134 8601 11696
"217439_at" 1881 3127 12673 585 6724 15621 7437 11575 7459 17302 9260
"217440_at" 13565 13949 13731 12543 8455 15040 10526 14670 8648 11010 11560
"217441_at" 3368 20434 11202 1056 10438 5158 6673 14211 9049 8287 13716
"217442_at" 11329 11802 15282 11473 7848 14138 9355 13552 9036 8775 10745
"217443_at" 8972 13670 2682 11721 5217 13234 5351 15503 9706 11864 13395
"217444_at" 13569 4413 20944 9533 8311 14827 10258 14420 12852 13290 11367
"217445_s_at" 1020 4416 1602 4229 12711 21551 22245 241 12754 18784 15822
"217446_x_at" 14601 15138 22271 5109 20573 2449 1602 4217 2555 1254 15833
"217447_at" 9645 8978 12735 13300 6553 16160 7936 12114 9531 12575 13888
"217448_s_at" 17925 19214 21622 882 942 8082 13508 21124 21956 220 405
"217449_at" 9741 8812 5590 21499 644 8692 11186 9296 12399 20491 8410
"217450_at" 14400 1919 12465 7299 3434 12381 13077 11299 13371 7114 8709
"217451_at" 9444 9735 17308 11354 7448 13531 8605 12764 13058 9934 7268
"217452_s_at" 12055 10179 16236 10719 5508 12109 10772 16349 11442 11152 12651
"217453_at" 1925 12463 1716 789 18396 21686 12444 11407 508 2383 1513
"217454_at" 10855 19746 14249 3637 5968 17248 8154 12320 7213 21021 13133
"217455_s_at" 11157 11750 13754 13356 5771 11128 9133 16625 12224 11394 13978
"217456_x_at" 4413 19857 3451 13779 12998 8385 16573 2422 17802 14596 3901
"217457_s_at" 1467 3878 8651 6149 2710 2845 21502 7180 2174 14634 19930
"217458_at" 2559 12730 14056 12388 6489 10982 9544 13723 12770 10434 10856
"217459_at" 10303 16398 16089 1519 7958 14291 11439 13768 21569 21064 7087
"217460_at" 10372 14411 15434 2827 9925 12038 5752 11401 15371 11936 13913
"217461_x_at" 22069 21762 296 21817 21381 722 4542 20440 4951 224 19435
"217462_at" 13093 8771 17085 12639 9195 17213 6192 9794 12454 12857 13790
"217463_s_at" 12377 13524 16807 20343 7868 14173 9400 13589 10503 10377 10779
"217464_at" 12395 10513 21474 21485 9047 9960 10957 17126 3948 13164 18042
"217465_at" 5017 15393 1797 18925 16719 1188 22095 8279 7494 20080 18272
"217466_x_at" 356 17783 7242 16282 4595 7413 21570 19365 17428 4451 20809
"217467_at" 20044 20904 21983 10889 3447 12017 7121 8797 723 20951 17020
"217468_at" 734 14408 2326 797 21752 14465 11124 9132 8672 12837 13736
"217469_at" 17583 17408 906 12689 7122 16754 8004 6658 12154 16934 16831
"217470_at" 11419 14605 15929 13214 6872 11394 6830 11691 8012 12096 9345
"217471_at" 20241 18097 18492 19945 10433 11335 2323 15386 14081 21422 12887
"217472_at" 6969 11437 13675 1329 7087 13004 6410 12120 7082 9561 9672
"217473_x_at" 10510 9547 15408 2442 6513 14370 12035 13874 17175 16092 12127
"217474_at" 18216 17840 2303 21639 3452 14899 10351 16788 13533 16357 8375
"217475_s_at" 21445 18520 4245 13682 3172 7956 6252 16839 20725 3069 2710
"217476_at" 12465 9391 12174 13094 9546 12641 13632 16946 8698 13709 13569
"217477_at" 13605 13410 17267 9909 8300 11365 6229 14400 12517 1585 18039
"217478_s_at" 2038 16645 684 3080 3866 4395 18592 4344 225 19161 21690
"217479_at" 20115 20418 12185 9584 7385 10362 5667 12637 7444 12748 8383
"217480_x_at" 18723 9108 15248 12319 12697 15832 11470 11314 9094 7963 8751
"217481_x_at" 8497 12245 16061 10915 8908 16449 10120 10740 12747 8359 8540
"217482_at" 7947 1797 10610 1203 21645 21006 3172 19088 19136 2930 1269
"217483_at" 10734 14354 13364 11995 6697 16270 9303 13500 19171 11800 10713
"217484_at" 13778 2399 21477 2893 6169 16753 11630 9091 12943 2403 9689
"217485_x_at" 16316 4798 6992 15992 20623 5639 16605 19180 16813 5043 21827
"217486_s_at" 1906 20092 21015 22197 11811 1404 20902 11211 22162 21721 20963
"217487_x_at" 9742 10792 16347 3957 19959 10643 5802 17290 7807 7574 10590
"217488_x_at" 21498 1021 18196 2469 20452 5377 11393 15492 7955 15455 12283
"217489_s_at" 11088 18812 17365 12049 6052 13721 5850 13020 13293 10065 14865
"217490_at" 137 3495 19813 1473 10711 21145 9427 13612 13385 3810 13900
"217491_x_at" 15614 8580 8853 15852 4884 7668 2982 17849 5815 4474 6521
"217492_s_at" 8819 22245 5069 10735 1214 5687 20907 17263 17745 18897 13749
"217493_x_at" 12828 10869 13254 5868 11317 16254 13402 16895 12189 12108 6699
"217494_s_at" 20149 5438 1496 3092 6385 17429 20734 16124 13637 7410 12399
"217495_x_at" 12470 11450 14529 13456 6469 13037 7984 12159 13081 9583 9704
"217496_s_at" 5212 15664 2534 14466 17956 3886 16348 18659 5980 16120 21110
"217497_at" 11876 11915 15605 12108 9765 14442 6219 8682 7302 13721 12212
"217498_at" 10406 20907 12126 165 21502 1645 11545 8729 673 308 12613
"217499_x_at" 6907 2846 11020 15780 13993 9689 17519 3919 3610 16590 1171
"217500_at" 11344 10204 21590 9822 12134 16918 10604 14753 13299 7853 11614
"217501_at" 4110 768 7029 3026 10958 2618 17229 783 642 1265 1819
"217502_at" 13088 857 16958 22280 21684 15356 13353 21590 4545 11272 21328
"217503_at" 21857 16319 1733 21128 14366 2861 12069 11157 484 477 5240
"217504_at" 11230 9377 12467 7770 7571 16658 8826 12984 10118 10047 10351
"217505_at" 8467 9615 6468 2314 12517 16742 11380 16599 21557 277 13160
"217506_at" 12458 19282 15318 2728 21424 16394 8778 3404 7175 10021 19235
"217507_at" 9213 14877 11686 7772 7923 17682 13465 10247 10571 10423 12275
"217508_s_at" 21189 16269 1229 20186 21936 19817 17732 15387 6250 19369 19578
"217509_x_at" 22189 21787 18773 1232 22193 8532 2332 17284 3217 8934 244
"217510_at" 12253 12515 15263 3179 9439 12189 10954 15098 13609 7260 7449
"217511_at" 18141 13501 21200 21181 3988 7877 13847 9117 657 19806 14874
"217512_at" 17210 12629 15960 9889 10297 11145 8514 12665 9915 9881 10100
"217513_at" 11652 21260 16712 4160 16116 11232 8628 4957 13561 7745 14109
"217514_at" 12204 13956 16063 12873 20657 18774 5577 16897 8394 4728 13309
"217515_s_at" 11056 10727 16357 12343 6185 10615 11151 15981 8635 7520 13750
"217516_x_at" 20151 15171 2491 19326 15497 496 518 16996 19366 2099 19858
"217517_x_at" 8829 16988 20540 21242 21261 11515 4988 10301 8960 8155 8512
"217518_at" 5765 21748 2773 21939 21472 20848 17 5388 17584 1214 21542
"217519_at" 19528 20322 21457 1840 10685 16696 11569 12017 660 2195 1333
"217520_x_at" 9308 16642 11892 697 16622 862 5498 18727 2665 20775 21646
"217521_at" 13764 9395 15884 19218 9927 13623 8723 12871 12598 9139 10266
"217522_at" 10609 13150 2336 18542 5783 10714 12773 12161 17164 21674 8169
"217523_at" 17811 20147 19154 5315 11684 5509 22074 20007 1281 124 21575
"217524_x_at" 11026 12202 13783 13102 8661 16407 10914 15044 11545 7484 11861
"217525_at" 10509 8920 13390 11502 6700 10852 9642 13820 10635 7784 10926
"217526_at" 7245 5597 9709 4276 11000 7914 17005 1266 17237 20035 20691
"217527_s_at" 4444 2394 5650 5437 11597 1142 836 1303 2443 16770 15973
"217528_at" 22049 12567 16148 8469 1981 13122 5541 11167 11857 16085 13390
"217529_at" 2886 1583 17642 8069 19791 2658 295 1185 2192 21554 111
"217530_at" 19146 5775 11601 21229 3307 15624 7071 17382 7011 12773 8997
"217531_at" 9644 16021 16857 3296 5684 8673 6947 8767 9572 9596 8240
"217532_x_at" 9518 3909 15225 10079 5405 13458 5512 12660 9913 1422 13316
"217533_x_at" 13693 1850 11121 1808 13567 16222 12894 10178 12014 9167 13396
"217534_at" 21069 19296 20099 19946 14017 19146 2870 212 17039 14033 17522
"217535_at" 13044 8950 11219 1215 8823 15660 9933 16783 1517 11981 4410
"217536_x_at" 4152 14007 703 15360 20855 9455 956 20933 259 2129 2361
"217537_x_at" 14105 9621 12200 11607 8334 14874 6870 14472 7542 10885 11400
"217538_at" 19931 7800 18800 19820 18516 3774 2623 3926 18512 62 4747
"217539_at" 10823 1101 11215 12794 9198 12214 9529 13713 20530 10430 13054
"217540_at" 3927 21834 130 14749 16717 3902 13261 21997 9384 429 21737
"217541_x_at" 3059 6481 20866 20742 604 990 2414 22106 22153 22239 18851
"217542_at" 4388 6390 5559 17459 189 8576 16775 1669 2734 3667 2371
"217543_s_at" 1776 19492 18764 20041 17543 19965 21277 8346 20355 5767 19774
"217544_at" 9588 655 3929 19961 10563 15515 11552 10823 2857 21579 4087
"217545_at" 9528 12605 1990 12770 5362 16750 11753 15702 21259 20328 7570
"217546_at" 14257 650 15432 16759 21271 12251 9446 15839 10527 10391 12754
"217547_x_at" 1711 6218 10038 4193 17575 18138 19730 17115 85 4494 22187
"217548_at" 6853 18894 294 21932 22258 19404 21754 18721 20746 21588 5304
"217549_at" 20112 8609 20990 20844 20232 12346 19295 10506 12215 19076 12009
"217550_at" 970 17195 4774 3663 11641 21708 1719 6194 2874 20628 4759
"217551_at" 20782 71 5880 793 1256 19639 4071 135 3299 4784 426
"217552_x_at" 10947 14794 17040 11789 8597 10449 10796 14929 7707 11169 13503
"217553_at" 9755 9198 15612 10268 10025 15355 12389 15100 11583 11271 13612
"217554_at" 21307 17304 6507 1731 21910 18673 6471 5792 18863 15921 2879
"217555_at" 19900 19424 85 20484 14972 21484 18166 11017 21844 20760 21326
"217556_at" 19967 843 20659 22258 13789 16342 5462 8764 12607 12159 6162
"217557_s_at" 10082 9502 21918 13575 469 6096 8406 10492 9844 11340 7012
"217558_at" 2952 21928 388 21737 6761 12507 5580 11475 11892 9178 12028
"217559_at" 166 2018 3005 9144 4219 11495 19628 9572 61 21953 9264
"217560_at" 22091 5210 9100 3289 1479 21538 7280 8983 3375 17898 1881
"217561_at" 20609 3309 12676 10947 6228 13828 8993 16962 11816 15131 16440
"217562_at" 15879 13198 7607 12604 6338 19190 2575 16544 3113 20056 11239
"217563_at" 13199 8842 13095 9845 9065 14248 5821 13718 13504 18520 10851
"217564_s_at" 14000 21061 12106 20935 111 15934 12825 20706 12931 10407 18746
"217565_at" 9477 13281 13231 10991 7742 11762 12166 13338 20832 12271 10588
"217566_s_at" 3109 8844 16304 2144 6093 21364 13003 9546 8932 7444 6975
"217567_at" 13331 11901 12182 6944 5622 14408 9746 9700 10702 12565 12705
"217568_at" 14350 11516 16982 12165 7244 13244 8234 12394 9714 9720 9880
"217569_x_at" 8982 13824 16870 7307 9325 13864 13682 13203 7561 2476 6930
"217570_x_at" 6607 12579 20942 3171 5393 10177 7268 12972 15686 10043 7385
"217571_at" 20959 1367 17031 7775 18395 17150 6182 14225 18290 1699 15103
"217572_at" 11913 11955 16871 21268 10327 14588 9957 14142 10871 10694 11159
"217573_at" 14155 10919 12332 9217 5215 12637 6080 16807 11698 11327 12963
"217574_at" 1538 17305 22187 22146 12161 6093 17649 2713 3927 3111 3796
"217575_s_at" 13791 11023 12483 10908 7089 15801 7951 12124 12832 7800 8145
"217576_x_at" 2800 21599 16032 21940 4499 2959 12405 17464 21718 6078 20902
"217577_at" 12098 10369 13366 10461 8337 14879 12182 14477 11135 11880 11406
"217578_at" 1224 10283 21724 9404 5272 5612 12741 15094 11579 11268 8002
"217579_x_at" 1273 20688 18699 2119 18295 21787 19208 1285 5137 18982 2803
"217580_x_at" 1005 1579 12910 21764 237 8888 16252 17522 8364 17502 8749
"217581_at" 12203 14805 18151 4684 8880 15245 10828 14961 11478 11185 11780
"217582_at" 13809 14357 16942 9202 6862 6336 5377 16886 13592 9299 9332
"217583_at" 18270 13512 13699 1584 10415 12801 7716 11850 9375 9413 9463
"217584_at" 9597 21172 11590 21157 9986 10573 19733 20039 11490 19485 7554
"217585_at" 20578 20795 6049 15586 13115 19808 1039 10220 15194 6770 2715
"217586_x_at" 6867 14927 8557 4603 19282 20295 1608 780 13890 4965 5023
"217587_at" 11974 12042 15010 11608 8335 14876 10313 14473 11133 10887 11403
"217588_at" 1803 1647 2013 2910 4053 22166 42 19649 5341 3466 19902
"217589_at" 14283 1541 21478 9232 6736 15397 8117 16664 13373 18798 8365
"217590_s_at" 10376 10665 8458 4947 10063 12505 7325 9069 9127 13262 7761
"217591_at" 4191 6977 11012 21503 17083 8128 2070 21805 17437 5422 20913
"217592_at" 20072 2752 20026 14874 8591 8966 12917 14919 7438 7659 11746
"217593_at" 20254 17149 349 998 895 15407 10630 9412 11681 13147 12259
"217594_at" 9944 1543 18144 16205 20061 11185 8565 10877 9954 9917 12116
"217595_at" 1859 13240 1827 262 502 182 5705 20451 8862 4559 18236
"217596_at" 7423 22234 2725 1452 10544 5608 5900 9108 2871 19803 1792
"217597_x_at" 21977 2458 20934 1379 2769 21914 15844 3518 1371 5437 2336
"217598_at" 6001 3797 6287 16393 13875 5666 16888 5538 17036 19496 18273
"217599_s_at" 11818 15932 17108 21645 2451 17671 9542 1246 10579 7087 652
"217600_at" 6303 3736 22019 8017 12612 11954 4882 11112 958 8017 18019
"217601_at" 14278 9784 16769 10092 5914 10683 6272 13011 10135 10059 12644
"217602_at" 17874 21570 19019 243 13969 8901 20777 426 5843 21015 2904
"217603_at" 13240 10709 19068 21416 21826 6865 6487 9140 268 19805 494
"217604_at" 14561 486 7921 5814 12966 5246 15417 25 5191 2038 5642
"217605_at" 18462 442 20978 21003 16123 6843 413 15552 201 28 19110
"217606_at" 22160 4912 7141 21672 17840 7453 227 21151 21630 19884 5086
"217607_x_at" 10961 13598 8384 494 6312 6340 9625 11065 12837 7932 8539
"217608_at" 22074 8416 20331 3875 1501 8880 2732 1255 879 19225 589
"217609_at" 1805 22252 20705 2238 21917 68 8014 15752 21224 14 666
"217610_at" 4461 20019 4122 3188 19793 4762 14232 19690 4669 20102 1843
"217611_at" 11573 12716 16243 11284 7221 12310 8194 12357 8709 12963 9850
"217612_at" 415 8553 19197 16028 17473 19385 4410 8146 14685 3755 3288
"217613_at" 190 14524 2154 21982 10541 15562 6129 9933 8966 1079 7245
"217614_at" 14326 11293 17084 9503 10033 15840 11873 18247 12554 2130 13633
"217615_at" 9297 16886 19060 20854 21648 11754 8038 19739 8432 9617 14362
"217616_at" 9967 10846 15539 11748 9923 11869 9714 13886 7027 10533 10967
"217617_at" 3916 16077 2384 17461 16778 905 15345 11424 2818 6852 3348
"217618_x_at" 3182 4585 480 16974 2589 6731 21089 19387 15626 21722 20166
"217619_x_at" 7783 4287 19840 16751 3700 21765 14977 2896 19669 2822 20620
"217620_s_at" 19291 15373 10411 3582 21988 21665 21960 6295 15007 20457 216
"217621_at" 9425 9490 14565 8907 13656 13171 6948 15182 14154 20313 8753
"217622_at" 1096 21141 22282 6434 86 18563 21092 6596 21586 4074 649
"217623_at" 5951 11939 13775 11542 8110 14518 9883 14060 12130 10642 11106
"217624_at" 21740 18801 970 17679 3472 21436 1644 18904 447 20066 4487
"217625_x_at" 21656 21440 4459 1122 22135 7006 751 15141 5907 20361 893
"217626_at" 402 2973 20142 9160 9342 10603 8440 12601 2008 19589 6062
