"inst_369" "inst_430" "inst_1013" "inst_1071" "inst_1174" "inst_1233" "inst_1658" "inst_2693" "inst_4457" "inst_5230" "inst_5593" "inst_6192" "inst_6950" "inst_6992"
"222293_at" 5846 11077 6568 13230 14614 10009 12195 21624 7846 10065 8825 2812 12387 11324
"222294_s_at" 5005 11591 2026 2357 6048 5964 2400 1340 18649 318 18694 19709 19838 5005
"222295_x_at" 21688 11158 9976 15490 14048 14658 8687 1011 1427 14886 14937 261 18009 8407
"222296_at" 10550 15327 9508 14392 10794 15113 6040 14579 7021 14064 8293 4549 13938 9971
"222297_x_at" 5141 17772 990 7121 4076 540 18061 18874 20673 9334 18880 16897 4797 22167
"222298_at" 6483 15085 7952 11233 9368 15064 8824 16838 1687 14181 10952 10540 17706 14001
"222299_x_at" 13082 14123 9105 13196 12004 11997 7869 14367 8110 12281 8121 5649 15116 11033
"222300_at" 1697 14356 8422 17840 21097 14953 6889 3110 8494 11525 8176 10991 13965 11732
"222301_at" 13809 2955 8084 18359 11472 1038 9123 16343 1298 13970 1922 10539 9182 7978
"222302_at" 1087 18204 5309 16965 9026 2608 14282 16398 22212 21361 321 1828 12565 7600
"222303_at" 2682 5834 2223 10581 4341 5742 3706 17814 6411 712 1819 12889 2977 16121
"222304_x_at" 10021 204 943 15454 4018 20709 21529 58 4784 21464 640 17276 8 464
"222305_at" 14026 19534 1327 7148 22173 3155 22156 4486 2475 2024 2992 10232 1431 80
"222306_at" 16045 1881 17 9860 22168 8540 17 19575 3677 386 647 1442 20707 16756
"222307_at" 13413 14672 6772 15874 16890 14314 6116 1912 1712 20324 11342 615 6225 14430
"222308_x_at" 9267 16062 6863 17310 21624 13367 5836 14651 19602 3525 7389 21860 18652 8791
"222309_at" 16834 8636 18219 1804 6123 4604 18983 19399 14996 3944 21157 21022 1497 20123
"222310_at" 17533 18241 922 12204 21079 4968 247 8950 2061 8010 13977 14647 19361 21593
"222311_s_at" 625 17758 21331 5248 19118 3800 15361 6712 14154 7591 4980 19148 22034 3271
"222312_s_at" 10544 12734 14929 22005 15845 21510 21997 5083 292 1826 3510 5675 997 19192
"222313_at" 3212 20636 422 20579 6220 3634 16591 8591 13293 4954 17924 17726 19931 2016
"222314_x_at" 8254 14901 10645 12101 12612 7211 5012 15637 10444 16256 9221 1850 15679 9102
"222315_at" 8586 13424 19401 17338 9826 21908 13812 11513 21400 2727 209 776 20861 568
"222316_at" 3337 9153 2491 11571 7895 4705 21365 626 831 1823 2521 15041 67 21450
"222317_at" 18068 15156 15223 7210 20536 11130 22221 5773 9495 6812 18938 10561 22069 6014
"222318_at" 21821 20161 8451 11126 10741 20456 7307 20092 16528 672 21849 19661 1181 8084
"222319_at" 773 8589 4155 9126 13580 10423 7926 18662 7525 21636 9763 6459 3268 288
"222320_at" 11887 10915 20414 11392 2887 11600 7162 7444 18151 809 18864 12811 16990 1267
"222321_at" 17726 10308 11705 13794 11260 15736 9868 8678 7247 15255 10477 6147 14478 8889
"222322_at" 9354 14339 11800 16181 246 16515 4526 18178 7312 15569 11397 15045 11705 10759
"222323_at" 3288 18102 11433 14370 11440 13821 11084 11259 7223 9615 10293 4778 11269 8663
"222324_at" 5279 10154 7162 19091 11923 15555 7027 14455 6714 16084 11447 8344 11198 7911
"222325_at" 8859 13864 12519 11729 8434 12344 567 13876 10529 7930 21621 4460 16920 11333
"222326_at" 20938 11900 11018 17873 21481 12863 4898 1066 11846 15002 6757 20577 12075 11084
"222327_x_at" 21889 341 13135 18950 2275 2804 119 21045 4484 21996 1615 14313 20076 18022
"222328_x_at" 16582 3815 7496 18957 9280 10083 7253 11445 9122 12826 18817 15729 11230 14308
"222329_x_at" 22258 446 8437 10836 15287 9885 9283 14392 7758 10793 5434 729 15815 11334
"222330_at" 4225 13978 9781 12058 20686 9927 12843 7039 9076 14465 11331 19676 12737 8843
"222331_at" 8805 13279 9477 14509 13124 11882 5254 11894 6701 12766 7519 8239 15274 11178
"222332_at" 6226 15659 5084 12910 15646 16192 6405 3529 2046 19492 1467 3412 17018 9002
"222333_at" 2160 16836 228 16743 18817 16823 52 19233 5220 22214 1425 22185 21123 895
"222334_at" 158 1004 11492 10000 17011 1453 4857 15164 410 7859 17334 7647 18859 14959
"222335_at" 11919 15428 17698 3565 415 3273 21842 18114 13325 20230 12581 18978 22147 19574
"222336_at" 13033 16588 17678 9661 15563 12213 20794 11130 11711 19319 978 8586 17263 15396
"222337_at" 6104 12088 5239 12007 2217 3676 8416 22164 197 19376 1297 3616 337 1445
"222338_x_at" 16917 17017 20093 8907 19558 21317 17153 3203 15669 21171 5458 11762 3856 3089
"222339_x_at" 2408 2099 11849 9779 17228 18760 9213 1714 14975 95 22091 2877 9641 11936
"222340_at" 12920 732 9547 11082 9756 11511 5549 21145 11491 11299 10275 893 19115 11356
"222341_x_at" 18133 12896 9831 19115 20795 21878 13149 5778 20574 6718 21862 4155 707 15731
"222342_at" 7244 13009 8542 11476 14465 16417 11771 11523 7226 9727 11646 8780 11754 13485
"222343_at" 1071 8038 1051 21132 1464 404 14806 8412 442 7770 4040 1342 5001 4113
"222344_at" 7708 18475 7052 19381 1408 21549 12741 21413 19648 15932 2241 20286 12821 13822
"222345_at" 12904 13060 8218 15231 15822 19153 8136 17283 17077 10223 10695 7705 15933 13072
"222346_at" 7696 11048 8517 14464 8353 11789 7464 13998 6607 12107 6321 4622 14591 10573
"222347_at" 11616 3811 34 7705 13935 7948 6917 1795 20510 19931 14786 8579 12951 20093
"222348_at" 10986 11978 12081 10201 11818 20898 19929 13612 464 18513 15164 6172 1461 12808
"222349_x_at" 3230 2079 98 19182 630 20286 21001 22005 20157 20929 22262 1098 7430 20247
"222350_at" 6166 14608 596 16606 7910 19547 19308 22209 22017 20556 728 11286 19812 1040
"222351_at" 9171 13983 1747 19604 21447 4663 6493 18496 3317 10848 1970 2319 21366 18967
"222352_at" 7539 11427 183 21932 172 7455 14383 7096 14398 7064 12662 3311 841 22173
"222353_at" 3353 13615 9279 17486 14015 14352 10780 20243 312 2348 154 13443 18045 12883
"222354_at" 7761 12401 1478 650 12793 19627 22254 20241 4061 17571 2925 1532 6461 2436
"222355_at" 9979 22002 8424 9175 9320 9365 5802 20498 10853 16813 21546 310 18687 2402
"222356_at" 19861 7704 3268 10688 16121 13863 10379 12706 10221 9588 9742 784 15510 14326
"222357_at" 765 20399 2782 9114 15799 12541 12035 17607 9369 9529 6334 6607 15937 13450
"222358_x_at" 252 7930 22233 17037 19676 21915 1358 3048 3795 1408 21577 2618 10528 19316
"222359_x_at" 9200 14184 10499 13789 16973 15386 12430 16165 7690 9920 8137 1620 12724 11109
"222360_at" 17587 9764 892 16544 6849 17442 192 19551 2437 8564 20819 15604 10809 1505
"222361_at" 8432 15222 3562 9301 15445 12812 5986 15285 11509 13242 414 9573 14879 14963
"222362_at" 8624 7591 9794 14721 12026 9616 10482 11233 20874 15545 10539 6434 19083 12878
"222363_at" 2380 21322 11744 10530 21419 9094 12248 20124 7211 9703 405 3856 11694 14970
"222364_at" 2302 11411 8228 10358 19519 12497 12479 9036 3195 19915 18381 1789 3437 15371
"222365_at" 12180 15974 3434 13582 8776 12394 13555 16058 6006 21767 21005 13519 11742 8047
"222366_at" 4328 20744 13754 22085 6847 20637 19225 8521 1443 18084 12055 14185 6791 22029
"222367_at" 20445 17070 6266 17580 15443 11153 12305 10935 4084 13004 11669 7337 11275 11453
"222368_at" 5641 1246 10624 9494 20333 1553 7328 19252 16037 1642 1485 20808 18273 8968
"222369_at" 1792 8379 19509 1018 988 5756 15594 4060 13564 3903 20321 19604 19621 1107
"222370_x_at" 15762 3641 6522 12954 21277 9696 957 21254 394 17560 21928 13755 20875 12916
"222371_at" 21337 21632 2465 5374 19773 7830 16866 4766 1626 4419 20005 20236 9300 22199
"222372_at" 7718 15581 17033 255 21521 4303 15391 18932 5819 17864 18476 3680 905 22086
"222373_at" 9680 14659 4084 9693 10599 15335 12682 7420 8327 10484 11654 9150 16053 12179
"222374_at" 3871 15569 7160 13801 12095 11675 7178 12884 8323 11056 8021 7101 14559 10541
"222375_at" 14265 19114 1485 3554 21728 17747 2122 1328 16915 4621 13290 13694 332 21748
"222376_at" 3801 18000 12477 18054 2550 21268 20624 1515 6428 21951 2483 2691 21541 2337
"222377_at" 11954 15207 5633 16503 9185 10419 12507 15362 1742 14115 11286 6517 17260 10227
"222378_at" 8123 8270 4628 14959 10678 12683 10454 16756 2165 11504 565 15241 3410 14725
"222379_at" 13333 15940 4923 10783 12356 9066 4814 12874 11255 11896 8222 4559 11703 8003
"222380_s_at" 14413 10139 15243 7494 21263 17876 3300 20499 12453 17984 3348 2064 10826 4534
"222381_at" 21261 14437 8214 15350 10844 16603 2496 17879 1669 22185 214 2809 8064 18123
"222382_x_at" 4135 3894 740 22246 5933 7423 15502 20089 21975 21617 2386 13316 1023 1111
"222383_s_at" 10912 15136 4107 16784 11484 15885 7251 14583 6593 10143 11448 7880 16362 13745
"222384_at" 5938 12814 4524 19757 16536 10979 13248 6136 963 15052 1703 475 18804 9051
"243_g_at" 4596 18753 13070 1722 4196 6942 3937 6578 14093 5941 17137 4120 19768 16525
"266_s_at" 6495 1905 14063 8518 12829 5721 15182 13412 13463 2536 17798 3891 8225 17704
"31637_s_at" 16686 2727 18061 9833 10928 646 22077 871 2312 5251 1721 3491 1048 16585
"31799_at" 6523 10832 658 12807 4717 19316 18669 1159 2403 20644 4198 14286 420 627
"31807_at" 5339 10588 17104 5699 5055 4178 15654 10201 6343 8998 15925 10904 10724 1343
"31826_at" 17743 8953 21785 21358 19731 20764 18583 7040 19814 6086 17563 16187 20215 3959
"31835_at" 10514 12862 9898 17204 13914 15643 6558 16035 4182 9993 9524 9849 13098 14880
"31837_at" 20955 19355 15631 22029 5422 17858 1268 17827 17608 17502 20864 11511 10795 18990
"31845_at" 3962 2370 19362 7495 8175 1315 862 5951 1223 6262 13333 11802 6759 20361
"31846_at" 819 18693 19312 8588 3839 6681 16721 4629 5862 7262 16042 21917 8675 19136
"31861_at" 2170 17445 15390 21567 22123 6448 13911 6957 3022 2215 13769 2143 1256 16573
"31874_at" 16940 7974 21182 1947 5291 6546 20285 3790 5858 19110 19020 11461 7591 16744
"32029_at" 15953 21835 21696 22157 99 4630 1229 20577 3156 18735 20510 21545 9726 17283
"32032_at" 18773 21538 17098 8273 1930 16985 20895 2726 14413 2953 3724 13672 8459 2160
"32042_at" 18896 8527 17005 3531 19152 21979 2730 7567 17473 2164 21291 10434 20724 16616
"32062_at" 18893 17558 2558 1617 20978 18157 19362 2839 20499 21077 18197 3671 2322 18032
"32069_at" 21731 1091 20668 7004 2588 6251 14997 8294 17076 5584 18140 17952 1948 4437
"32088_at" 11382 12537 20902 6692 21801 1199 19630 8897 13691 7420 6008 19633 6465 575
"32091_at" 18468 7419 16388 830 1678 5198 3320 9976 19213 7513 2796 21987 2577 2512
"32094_at" 11633 20905 10022 9423 13032 18269 6607 13184 18021 21265 398 297 18085 6667
"32099_at" 15118 9227 16104 5418 17359 17793 15566 3084 5219 6513 17387 14469 9128 6422
"320_at" 19077 7739 7768 11785 7092 20463 6986 8784 18346 2681 5242 17756 12178 4772
"32128_at" 10685 13559 6608 15716 16696 15778 11202 7103 138 11180 14341 490 3704 9395
"32137_at" 4346 3768 11998 1223 8072 1203 21283 5356 550 20039 14923 912 7276 6564
"32209_at" 4888 9424 18869 6608 18634 19041 17796 10748 19717 4367 13369 14894 7526 6888
"32259_at" 15255 1823 19838 7360 7434 22062 1710 10298 17766 1879 20468 16092 7157 21856
"32402_s_at" 1676 17386 18253 20658 1285 468 4166 3852 15977 8671 14206 21548 4763 21302
"32502_at" 20040 21944 566 12100 21397 16725 14571 10319 19464 21859 1380 13222 20452 19016
"32540_at" 19593 10116 4400 10911 18188 2006 10285 87 3151 21868 14505 11212 18481 14333
"32541_at" 12503 12161 16863 2797 4821 20586 19415 2833 13739 6546 18564 21552 21490 3600
"32625_at" 11791 15739 7452 16566 14336 9845 12790 2650 10758 15553 9271 6217 9972 13257
"32699_s_at" 4753 17125 11757 15932 3397 841 742 15173 3603 22046 981 21326 15969 609
"32723_at" 13485 21685 18065 4766 4721 19820 17486 713 15365 8209 18281 21477 6702 4369
"32811_at" 19018 7654 2515 5884 5503 1554 14196 2554 12996 8208 5862 10764 8526 3466
"32836_at" 3885 16984 13945 4324 5206 7538 2142 20821 18707 8320 15119 3198 9513 3369
"32837_at" 17495 17792 18446 6595 5003 2773 21646 10126 5168 19887 16827 2653 4860 17966
"33132_at" 20358 10480 16479 6277 6639 7694 3106 9620 18130 17771 13974 11647 21109 21158
"33148_at" 13969 2443 940 4329 7242 6186 20661 19935 5226 21471 21689 21004 6618 2076
"33197_at" 19038 17073 8495 12119 1407 20569 6474 2796 14906 20201 4723 19787 12112 4783
"33304_at" 12624 9418 21612 7013 5878 18118 19254 17969 15408 21831 18147 2069 2571 2775
"33307_at" 16856 21706 14104 3436 7759 3175 19855 5108 3259 8446 5407 11371 21256 17044
"33322_i_at" 18076 2036 14192 21217 21465 1267 13764 17740 472 17409 3560 12516 6085 5636
"33323_r_at" 19253 861 15603 8792 14115 1273 4385 16634 667 18431 5485 2269 7486 15826
"33494_at" 2907 5368 1831 2307 1075 7674 2691 4437 5312 1643 13617 11117 21497 2154
"33579_i_at" 956 22060 9103 11907 13870 10801 7292 16005 11752 1027 15156 9876 12222 9683
"33646_g_at" 13818 19779 13776 17000 7392 7105 6579 3357 17878 2299 2538 20085 18211 1228
"336_at" 15692 8724 11437 18541 9238 2611 5270 15242 14244 458 10178 5434 18089 15424
"33736_at" 3347 22019 19666 4091 21431 7587 14515 1487 3885 8249 18565 19757 3684 18473
"33760_at" 20304 7408 15645 6174 21281 17826 21861 9818 16614 1792 14311 10635 10753 5911
"33767_at" 1933 13073 3073 15442 17384 9590 6195 18284 10378 13036 1730 20423 18646 14916
"33768_at" 18429 7578 21956 12965 13386 1115 665 20370 20629 17617 1440 10852 5511 21895
"33778_at" 15991 19541 14919 532 18791 6998 20183 2843 17219 453 15236 17018 10971 2073
"33814_at" 1084 5849 12813 6495 3563 17754 3786 2495 17313 3728 18108 13555 20495 4511
"33850_at" 346 4484 1265 2525 1191 5013 21402 21759 16589 19693 15763 20311 2521 1200
"34031_i_at" 4579 5471 15472 1419 4134 18704 14128 3068 16227 3304 16377 20190 5553 4952
"34063_at" 15724 8126 6888 12927 15945 9599 3279 190 21933 20919 20434 1309 11399 15794
"34187_at" 17681 9020 22003 7438 2261 22132 20447 6221 19540 8386 13193 21750 486 22054
"34206_at" 19905 9658 19850 20324 21579 20525 19581 18201 21934 8543 3634 17538 21502 4275
"34210_at" 6721 14506 10691 18173 7435 13764 12104 10088 6645 15415 6384 11497 15648 7831
"34221_at" 5738 7431 574 6534 18773 17058 22011 6484 4845 19964 3380 18494 19862 20696
"34225_at" 15522 5372 18144 241 4985 6081 17626 4434 1468 2558 14951 18785 8618 6449
"34260_at" 18875 21158 19930 6801 19128 21519 14736 17904 18645 7404 14883 13324 3594 2947
"34406_at" 635 17247 19607 371 21531 6662 18230 1063 13895 8150 17247 1895 19496 19354
"34408_at" 1435 19273 21731 8103 6665 17745 19586 5176 16394 6186 18236 2775 10390 955
"34449_at" 736 937 18872 6769 2058 21944 1441 6990 15492 17907 21381 15654 18316 5397
"34471_at" 2006 2131 3242 10182 9344 15809 11916 6948 10461 16119 3330 8105 12188 10566
"34478_at" 14697 20648 1208 18509 6230 18486 18516 19299 18835 454 21195 3055 21559 396
"34689_at" 13866 20912 9772 19671 7558 21419 1019 8388 21972 918 18980 12363 12613 3931
"34697_at" 378 7881 1168 337 1895 3082 3651 376 6267 20866 18783 12270 20292 21349
"34726_at" 9598 8169 15680 20990 7138 19822 16510 10785 17988 20072 19100 20598 21722 20923
"34764_at" 14098 8818 16548 2573 20171 5865 4120 2153 6481 8639 20410 16454 8394 5379
"34846_at" 21217 17673 9896 11641 2527 21715 740 908 20833 4113 21310 21510 19669 20945
"34858_at" 5730 8294 997 7695 20688 7154 19249 5548 14180 21220 17671 2819 20385 19194
"34868_at" 4385 8681 13448 615 21472 5942 4364 19563 19145 1997 18172 17609 9575 7028
"35147_at" 4 21704 17530 12524 9601 4164 2820 7910 823 1569 18341 343 8228 3412
"35148_at" 7318 11456 12981 1471 10223 21295 15126 22014 20871 4712 20757 18383 20007 15997
"35150_at" 2949 5592 4456 10877 19095 6513 785 6843 15009 16955 20268 18858 20332 19708
"35156_at" 2888 19995 19304 8993 3444 8362 2651 6088 14137 3510 2649 10707 4227 2528
"35160_at" 14451 8914 18874 5458 21645 19068 19441 10675 6156 9196 20470 18186 8369 21340
"35179_at" 7653 22229 14914 3416 227 21710 15324 4188 17863 21108 16843 18125 8150 21837
"35201_at" 14768 8862 15168 7368 18496 4687 19453 17008 16327 18850 4756 14957 7316 18199
"35254_at" 1572 9347 21150 8260 20697 19786 21025 4217 6461 8628 4254 20468 3772 3400
"35265_at" 16302 8961 20066 3326 15494 2201 993 14804 17929 6172 19215 6773 4327 5429
"35436_at" 19807 9973 12232 4405 18457 6523 20001 8518 13410 4814 16632 21107 9727 17610
"35617_at" 6565 21638 19213 12353 12299 7415 14566 10747 12392 22198 3048 397 20125 15658
"35626_at" 19703 18465 16472 5600 2690 6071 13817 21421 17832 1202 17115 12930 10294 3427
"35666_at" 2548 7174 1110 8275 5017 5515 15605 21148 4646 19242 18504 11118 19490 2887
"35671_at" 4944 17405 19820 2717 5402 20206 4052 18609 15615 20892 18552 18389 8086 17767
"35685_at" 2154 2356 19021 7717 6259 17107 14047 10468 16992 16913 17614 15558 7077 18439
"35776_at" 17461 4321 15049 3501 2629 21721 1213 9670 16316 9008 20909 15369 6380 2752
"35820_at" 19224 19950 22042 8208 21611 17298 21312 17659 13538 6418 16861 4001 2912 7029
"35846_at" 1028 16072 8963 11542 7103 12280 1827 21362 14036 6741 17631 12721 4487 20020
"35974_at" 17924 11104 3593 11185 21221 16453 5452 5159 11580 14351 4299 19266 17140 8605
"36004_at" 20179 9716 17748 22161 429 18293 3339 1021 1859 3806 16998 17188 19516 3957
"36019_at" 17793 18332 12902 20800 3337 16749 16313 3867 14516 6286 15284 4002 21492 6919
"36030_at" 17359 113 3916 12301 2912 16151 10515 4665 16067 11253 7536 14492 14574 7310
"36084_at" 14933 9091 16453 2842 7223 6538 17105 8725 18339 6216 5510 18284 1428 19924
"36129_at" 15406 7649 22097 1330 3247 17197 1812 1023 12900 1524 12303 11261 10733 3864
"36475_at" 17835 20784 19502 8955 2509 21531 1350 18396 5425 18723 20752 12907 9999 4601
"36499_at" 21026 7055 18615 595 9914 19905 4397 10156 18490 5230 20651 14445 9266 20463
"36545_s_at" 10560 20640 1105 6830 801 17926 19752 19402 14536 37 2008 19212 22229 3115
"36552_at" 16653 5482 18361 20546 7123 7731 20932 17188 20526 19450 18072 10619 7495 4690
"36553_at" 4898 19808 14259 3316 7594 6451 2086 7740 12141 7202 19103 11521 7369 4716
"36554_at" 16711 8472 21799 8871 5353 6070 15298 20438 15237 6123 5575 18711 7582 18954
"36564_at" 18260 18836 16306 999 21282 4353 15856 19850 17471 21336 3165 21867 19922 24
"36566_at" 766 9312 1977 22232 21084 19353 18298 19881 4028 7779 20502 3686 9440 21249
"36612_at" 6441 14617 18729 7297 21974 8712 19055 1318 20259 2343 20118 16822 5254 19407
"36711_at" 6889 17057 20186 15465 8234 3219 20421 7447 18730 21549 17102 15008 16811 4396
"36742_at" 3507 2588 11562 18777 10055 10834 13475 1252 10823 14330 2457 3818 18345 10285
"36829_at" 17340 8463 21346 16977 21747 3670 14678 21237 1951 16890 20129 2922 21234 61
"36830_at" 16879 21888 16606 1873 3108 21771 15315 2307 16168 8402 17152 12228 7263 2138
"36865_at" 3233 3840 13131 3707 204 4571 3306 17358 17126 8052 17441 10311 19542 21145
"36888_at" 19110 19272 20823 20290 8184 17691 21286 9527 16995 9267 15241 3574 20583 20081
"36907_at" 13472 10011 12083 5689 733 3394 301 4267 3048 2738 15849 3131 2163 5510
"36920_at" 14329 15047 14607 21926 3091 20266 19846 17033 18909 3787 19642 14608 9887 424
"36936_at" 3396 6126 18259 8777 2963 4452 21712 2202 12651 1874 14617 17790 10246 7033
"36994_at" 3727 19148 17869 6980 7201 17677 2795 8853 17427 18426 13250 14439 8318 5466
"37004_at" 11868 15647 10886 18825 13991 10050 2312 1856 1179 202 2425 492 15560 9225
"37005_at" 493 18679 1689 22147 2979 7076 18721 9523 5483 19300 2309 16804 1479 6739
"37012_at" 14452 7051 20037 8304 6088 17520 14674 5622 12544 4460 4377 16426 6313 6301
"37020_at" 8760 13017 2682 14407 12125 9790 7427 12790 6599 15108 8345 6046 17257 10986
"37022_at" 20329 5746 3457 9675 10498 4970 9498 9871 125 14274 7470 3184 1737 13023
"37028_at" 14419 8286 12134 12441 17752 17776 18078 10524 20389 1098 2890 18681 2749 21750
"37079_at" 1193 20597 1366 12177 19284 651 1787 10330 21083 2704 20040 15416 6016 2144
"37117_at" 12860 19683 18467 3444 13160 8989 19906 12475 3835 1970 15937 4312 8647 5744
"37145_at" 6263 16526 5785 14284 16762 10448 8197 13546 8900 12157 8055 8596 14757 10708
"37152_at" 10312 154 20169 21711 21698 109 14260 10309 161 18194 20709 14437 8165 4898
"37170_at" 17812 7059 4803 19402 1030 19340 2081 6799 3216 19973 3405 19370 388 16823
"37201_at" 21832 21988 2797 17226 1149 15098 8487 19657 6760 11661 9132 13480 11211 8004
"37226_at" 14320 10581 21390 7838 4377 7492 16502 2159 18997 855 2938 21243 818 18819
"37232_at" 21585 10426 12075 21485 6707 8263 20459 3301 2029 6204 14837 2061 556 74
